id,polarity
2308,positive
2309,positive
2310,neutral
2311,neutral
2312,negative
2313,neutral
2314,neutral
2315,neutral
2316,neutral
2317,positive
2318,neutral
2319,positive
2320,positive
2321,neutral
2322,neutral
2323,neutral
2324,negative
2325,positive
2326,neutral
2327,neutral
2328,neutral
2329,positive
2330,positive
2331,positive
2332,positive
2333,neutral
2334,neutral
2335,positive
2336,neutral
2337,neutral
2338,neutral
2339,neutral
2340,neutral
2341,positive
2342,neutral
2343,neutral
2344,positive
2345,positive
2346,neutral
2347,neutral
2348,neutral
2349,neutral
2350,neutral
2351,negative
2352,positive
2353,neutral
2354,positive
2355,neutral
2356,positive
2357,positive
2358,neutral
2359,positive
2360,neutral
2361,neutral
2362,neutral
2363,positive
2364,negative
2365,neutral
2366,positive
2367,neutral
2368,positive
2369,neutral
2370,positive
2371,negative
2372,neutral
2373,neutral
2374,positive
2375,neutral
2376,neutral
2377,neutral
2378,neutral
2379,positive
2380,positive
2381,neutral
2382,neutral
2383,neutral
2384,neutral
2385,neutral
2386,positive
2387,neutral
2388,positive
2389,positive
2390,positive
2391,neutral
2392,neutral
2393,neutral
2394,positive
2395,neutral
2396,positive
2397,negative
2398,negative
2399,neutral
2400,positive
2401,neutral
2402,positive
2403,positive
2404,positive
2405,negative
2406,neutral
2407,neutral
2408,neutral
2409,positive
2410,neutral
2411,neutral
2412,neutral
2413,positive
2414,neutral
2415,neutral
2416,neutral
2417,neutral
2418,neutral
2419,positive
2420,neutral
2421,positive
2422,negative
2423,positive
2424,neutral
2425,positive
2426,neutral
2427,neutral
2428,neutral
2429,positive
2430,neutral
2431,positive
2432,positive
2433,neutral
2434,neutral
2435,positive
2436,negative
2437,positive
2438,neutral
2439,neutral
2440,negative
2441,neutral
2442,positive
2443,neutral
2444,neutral
2445,neutral
2446,negative
2447,neutral
2448,positive
2449,neutral
2450,positive
2451,neutral
2452,neutral
2453,positive
2454,negative
2455,positive
2456,neutral
2457,negative
2458,negative
2459,positive
2460,positive
2461,neutral
2462,neutral
2463,neutral
2464,neutral
2465,neutral
2466,positive
2467,positive
2468,positive
2469,negative
2470,neutral
2471,positive
2472,neutral
2473,positive
2474,positive
2475,positive
2476,neutral
2477,neutral
2478,positive
2479,negative
2480,neutral
2481,positive
2482,neutral
2483,positive
2484,neutral
2485,neutral
2486,negative
2487,positive
2488,neutral
2489,negative
2490,neutral
2491,positive
2492,negative
2493,neutral
2494,negative
2495,neutral
2496,positive
2497,neutral
2498,neutral
2499,positive
2500,neutral
2501,neutral
2502,negative
2503,neutral
2504,neutral
2505,neutral
2506,neutral
2507,positive
2508,positive
2509,negative
2510,neutral
2511,positive
2512,neutral
2513,neutral
2514,neutral
2515,positive
2516,neutral
2517,negative
2518,neutral
2519,positive
2520,neutral
2521,neutral
2522,negative
2523,neutral
2524,neutral
2525,positive
2526,neutral
2527,neutral
2528,neutral
2529,neutral
2530,positive
2531,neutral
2532,negative
2533,positive
2534,positive
2535,neutral
2536,positive
2537,neutral
2538,neutral
2539,positive
2540,neutral
2541,positive
2542,neutral
2543,neutral
2544,neutral
2545,positive
2546,positive
2547,positive
2548,positive
2549,positive
2550,neutral
2551,neutral
2552,neutral
2553,positive
2554,neutral
2555,positive
2556,positive
2557,negative
2558,positive
2559,neutral
2560,neutral
2561,positive
2562,neutral
2563,neutral
2564,positive
2565,positive
2566,negative
2567,neutral
2568,negative
2569,neutral
2570,neutral
2571,neutral
2572,neutral
2573,neutral
2574,negative
2575,positive
2576,neutral
2577,neutral
2578,negative
2579,neutral
2580,positive
2581,negative
2582,positive
2583,negative
2584,neutral
2585,negative
2586,negative
2587,neutral
2588,positive
2589,positive
2590,neutral
2591,negative
2592,neutral
2593,positive
2594,positive
2595,neutral
2596,negative
2597,neutral
2598,neutral
2599,neutral
2600,neutral
2601,neutral
2602,neutral
2603,positive
2604,negative
2605,neutral
2606,neutral
2607,positive
2608,neutral
2609,neutral
2610,positive
2611,positive
2612,negative
2613,neutral
2614,neutral
2615,negative
2616,positive
2617,negative
2618,positive
2619,neutral
2620,neutral
2621,positive
2622,neutral
2623,neutral
2624,neutral
2625,neutral
2626,neutral
2627,negative
2628,positive
2629,positive
2630,neutral
2631,positive
2632,positive
2633,positive
2634,neutral
2635,negative
2636,negative
2637,neutral
2638,neutral
2639,neutral
2640,negative
2641,neutral
2642,neutral
2643,negative
2644,neutral
2645,neutral
2646,neutral
2647,neutral
2648,neutral
2649,positive
2650,positive
2651,positive
2652,positive
2653,positive
2654,neutral
2655,neutral
2656,positive
2657,neutral
2658,neutral
2659,positive
2660,positive
2661,positive
2662,neutral
2663,neutral
2664,neutral
2665,positive
2666,negative
2667,positive
2668,neutral
2669,positive
2670,positive
2671,negative
2672,positive
2673,positive
2674,positive
2675,neutral
2676,neutral
2677,neutral
2678,positive
2679,neutral
2680,positive
2681,neutral
2682,positive
2683,neutral
2684,positive
2685,neutral
2686,neutral
2687,positive
2688,positive
2689,neutral
2690,neutral
2691,neutral
2692,neutral
2693,neutral
2694,neutral
2695,neutral
2696,neutral
2697,negative
2698,positive
2699,neutral
2700,neutral
2701,positive
2702,neutral
2703,neutral
2704,negative
2705,positive
2706,positive
2707,positive
2708,positive
2709,positive
2710,neutral
2711,positive
2712,neutral
2713,positive
2714,neutral
2715,positive
2716,neutral
2717,positive
2718,positive
2719,neutral
2720,neutral
2721,neutral
2722,positive
2723,neutral
2724,neutral
2725,neutral
2726,neutral
2727,positive
2728,neutral
2729,neutral
2730,neutral
2731,neutral
2732,positive
2733,positive
2734,positive
2735,positive
2736,neutral
2737,negative
2738,neutral
2739,neutral
2740,neutral
2741,positive
2742,negative
2743,negative
2744,positive
2745,neutral
2746,neutral
2747,neutral
2748,neutral
2749,neutral
2750,neutral
2751,neutral
2752,positive
2753,positive
2754,neutral
2755,neutral
2756,neutral
2757,positive
2758,neutral
2759,neutral
2760,neutral
2761,neutral
2762,positive
2763,neutral
2764,neutral
2765,positive
2766,positive
2767,neutral
2768,positive
2769,neutral
2770,neutral
2771,positive
2772,neutral
2773,neutral
2774,neutral
2775,neutral
2776,neutral
2777,neutral
2778,neutral
2779,positive
2780,neutral
2781,neutral
2782,positive
2783,neutral
2784,positive
2785,neutral
2786,negative
2787,neutral
2788,negative
2789,neutral
2790,negative
2791,negative
2792,positive
2793,positive
2794,positive
2795,positive
2796,neutral
2797,positive
2798,neutral
2799,neutral
2800,positive
2801,positive
2802,neutral
2803,neutral
2804,neutral
2805,negative
2806,neutral
2807,neutral
2808,positive
2809,positive
2810,positive
2811,neutral
2812,negative
2813,neutral
2814,neutral
2815,neutral
2816,neutral
2817,positive
2818,negative
2819,neutral
2820,neutral
2821,neutral
2822,neutral
2823,neutral
2824,neutral
2825,positive
2826,neutral
2827,neutral
2828,positive
2829,neutral
2830,positive
2831,neutral
2832,neutral
2833,positive
2834,positive
2835,positive
2836,neutral
2837,neutral
2838,positive
2839,neutral
2840,neutral
2841,positive
2842,negative
2843,neutral
2844,neutral
2845,positive
2846,positive
2847,neutral
2848,neutral
2849,positive
2850,neutral
2851,negative
2852,neutral
2853,neutral
2854,positive
2855,neutral
2856,neutral
2857,neutral
2858,negative
2859,neutral
2860,neutral
2861,neutral
2862,negative
2863,neutral
2864,neutral
2865,positive
2866,neutral
2867,neutral
2868,positive
2869,positive
2870,negative
2871,positive
2872,positive
2873,neutral
2874,neutral
2875,positive
2876,neutral
2877,negative
2878,positive
2879,positive
2880,neutral
2881,positive
2882,positive
2883,neutral
2884,positive
2885,neutral
2886,negative
2887,positive
2888,positive
2889,positive
2890,neutral
2891,negative
2892,negative
2893,positive
2894,negative
2895,positive
2896,neutral
2897,neutral
2898,neutral
2899,neutral
2900,negative
2901,positive
2902,neutral
2903,neutral
2904,positive
2905,positive
2906,neutral
2907,positive
2908,positive
2909,neutral
2910,positive
2911,neutral
2912,positive
2913,neutral
2914,negative
2915,positive
2916,positive
2917,positive
2918,neutral
2919,negative
2920,neutral
2921,positive
2922,positive
2923,neutral
2924,neutral
2925,neutral
2926,positive
2927,neutral
2928,negative
2929,neutral
2930,positive
2931,neutral
2932,neutral
2933,neutral
2934,positive
2935,neutral
2936,positive
2937,neutral
2938,neutral
2939,neutral
2940,positive
2941,negative
2942,neutral
2943,negative
2944,neutral
2945,neutral
2946,neutral
2947,neutral
2948,negative
2949,neutral
2950,positive
2951,negative
2952,negative
2953,positive
2954,positive
2955,positive
2956,negative
2957,positive
2958,positive
2959,neutral
2960,neutral
2961,positive
2962,neutral
2963,negative
2964,negative
2965,positive
2966,neutral
2967,positive
2968,positive
2969,neutral
2970,neutral
2971,positive
2972,positive
2973,neutral
2974,positive
2975,negative
2976,neutral
2977,neutral
2978,positive
2979,negative
2980,positive
2981,negative
2982,neutral
2983,neutral
2984,neutral
2985,positive
2986,neutral
2987,positive
2988,positive
2989,positive
2990,neutral
2991,neutral
2992,neutral
2993,neutral
2994,positive
2995,positive
2996,negative
2997,neutral
2998,neutral
2999,neutral
3000,negative
3001,neutral
3002,neutral
3003,neutral
3004,negative
3005,positive
3006,neutral
3007,neutral
3008,negative
3009,neutral
3010,negative
3011,neutral
3012,neutral
3013,positive
3014,positive
3015,neutral
3016,positive
3017,negative
3018,neutral
3019,positive
3020,positive
3021,neutral
3022,positive
3023,neutral
3024,negative
3025,positive
3026,neutral
3027,neutral
3028,positive
3029,neutral
3030,negative
3031,neutral
3032,positive
3033,negative
3034,neutral
3035,neutral
3036,neutral
3037,neutral
3038,neutral
3039,positive
3040,negative
3041,neutral
3042,positive
3043,positive
3044,negative
3045,neutral
3046,negative
3047,positive
3048,positive
3049,negative
3050,neutral
3051,positive
3052,negative
3053,positive
3054,neutral
3055,neutral
3056,positive
3057,negative
3058,positive
3059,neutral
3060,neutral
3061,neutral
3062,positive
3063,positive
3064,negative
3065,positive
3066,positive
3067,positive
3068,neutral
3069,neutral
3070,negative
3071,negative
3072,neutral
3073,positive
3074,neutral
3075,neutral
3076,negative
3077,neutral
3078,positive
3079,positive
3080,neutral
3081,positive
3082,neutral
3083,neutral
3084,neutral
3085,neutral
3086,neutral
3087,neutral
3088,neutral
3089,positive
3090,neutral
3091,positive
3092,neutral
3093,neutral
3094,positive
3095,neutral
3096,positive
3097,positive
3098,neutral
3099,positive
3100,neutral
3101,neutral
3102,neutral
3103,neutral
3104,positive
3105,negative
3106,neutral
3107,positive
3108,negative
3109,positive
3110,positive
3111,positive
3112,neutral
3113,positive
3114,neutral
3115,positive
3116,negative
3117,negative
3118,neutral
3119,neutral
3120,negative
3121,negative
3122,negative
3123,neutral
3124,neutral
3125,neutral
3126,neutral
3127,positive
3128,negative
3129,positive
3130,neutral
3131,positive
3132,neutral
3133,negative
3134,neutral
3135,positive
3136,negative
3137,negative
3138,neutral
3139,positive
3140,neutral
3141,neutral
3142,negative
3143,neutral
3144,positive
3145,neutral
3146,positive
3147,negative
3148,positive
3149,neutral
3150,positive
3151,neutral
3152,negative
3153,neutral
3154,positive
3155,neutral
3156,neutral
3157,neutral
3158,positive
3159,positive
3160,positive
3161,positive
3162,positive
3163,positive
3164,negative
3165,positive
3166,positive
3167,positive
3168,negative
3169,negative
3170,neutral
3171,positive
3172,neutral
3173,neutral
3174,neutral
3175,neutral
3176,neutral
3177,neutral
3178,neutral
3179,negative
3180,positive
3181,neutral
3182,positive
3183,neutral
3184,negative
3185,neutral
3186,neutral
3187,positive
3188,neutral
3189,neutral
3190,negative
3191,positive
3192,positive
3193,positive
3194,neutral
3195,neutral
3196,negative
3197,neutral
3198,neutral
3199,positive
3200,neutral
3201,positive
3202,neutral
3203,negative
3204,positive
3205,neutral
3206,positive
3207,neutral
3208,positive
3209,negative
3210,positive
3211,neutral
3212,neutral
3213,negative
3214,neutral
3215,negative
3216,neutral
3217,neutral
3218,neutral
3219,negative
3220,positive
3221,negative
3222,positive
3223,neutral
3224,neutral
3225,negative
3226,neutral
3227,positive
3228,positive
3229,positive
3230,neutral
3231,positive
3232,positive
3233,neutral
3234,neutral
3235,neutral
3236,negative
3237,positive
3238,negative
3239,neutral
3240,neutral
3241,neutral
3242,positive
3243,positive
3244,negative
3245,positive
3246,negative
3247,negative
3248,neutral
3249,neutral
3250,neutral
3251,positive
3252,neutral
3253,negative
3254,neutral
3255,positive
3256,negative
3257,neutral
3258,neutral
3259,positive
3260,neutral
3261,negative
3262,neutral
3263,negative
3264,positive
3265,neutral
3266,positive
3267,neutral
3268,positive
3269,negative
3270,neutral
3271,positive
3272,positive
3273,neutral
3274,neutral
3275,positive
3276,neutral
3277,positive
3278,neutral
3279,neutral
3280,neutral
3281,positive
3282,neutral
3283,positive
3284,positive
3285,neutral
3286,neutral
3287,negative
3288,neutral
3289,positive
3290,negative
3291,negative
3292,neutral
3293,positive
3294,neutral
3295,negative
3296,positive
3297,positive
3298,negative
3299,neutral
3300,neutral
3301,negative
3302,neutral
3303,negative
3304,positive
3305,neutral
3306,positive
3307,neutral
3308,neutral
3309,negative
3310,positive
3311,neutral
3312,positive
3313,positive
3314,positive
3315,negative
3316,positive
3317,neutral
3318,negative
3319,neutral
3320,positive
3321,positive
3322,positive
3323,positive
3324,neutral
3325,negative
3326,neutral
3327,neutral
3328,neutral
3329,positive
3330,positive
3331,neutral
3332,positive
3333,neutral
3334,neutral
3335,positive
3336,positive
3337,neutral
3338,positive
3339,neutral
3340,neutral
3341,positive
3342,positive
3343,neutral
3344,neutral
3345,neutral
3346,positive
3347,positive
3348,neutral
3349,neutral
3350,neutral
3351,neutral
3352,negative
3353,positive
3354,neutral
3355,positive
3356,neutral
3357,neutral
3358,neutral
3359,positive
3360,positive
3361,neutral
3362,neutral
3363,negative
3364,positive
3365,positive
3366,positive
3367,positive
3368,neutral
3369,positive
3370,negative
3371,neutral
3372,neutral
3373,neutral
3374,positive
3375,neutral
3376,neutral
3377,neutral
3378,neutral
3379,negative
3380,negative
3381,positive
3382,positive
3383,neutral
3384,negative
3385,positive
3386,positive
3387,positive
3388,positive
3389,neutral
3390,neutral
3391,neutral
3392,neutral
3393,negative
3394,positive
3395,positive
3396,positive
3397,neutral
3398,positive
3399,neutral
3400,neutral
3401,neutral
3402,positive
3403,neutral
3404,neutral
3405,negative
3406,neutral
3407,positive
3408,neutral
3409,neutral
3410,neutral
3411,positive
3412,neutral
3413,neutral
3414,neutral
3415,positive
3416,positive
3417,positive
3418,positive
3419,neutral
3420,positive
3421,neutral
3422,negative
3423,negative
3424,neutral
3425,neutral
3426,neutral
3427,positive
3428,neutral
3429,neutral
3430,neutral
3431,neutral
3432,neutral
3433,neutral
3434,neutral
3435,positive
3436,negative
3437,neutral
3438,negative
3439,positive
3440,neutral
3441,neutral
3442,positive
3443,neutral
3444,positive
3445,neutral
3446,neutral
3447,neutral
3448,neutral
3449,neutral
3450,positive
3451,positive
3452,neutral
3453,neutral
3454,positive
3455,neutral
3456,neutral
3457,positive
3458,neutral
3459,positive
3460,neutral
3461,negative
3462,positive
3463,neutral
3464,positive
3465,positive
3466,neutral
3467,neutral
3468,positive
3469,neutral
3470,positive
3471,positive
3472,neutral
3473,positive
3474,positive
3475,neutral
3476,neutral
3477,neutral
3478,negative
3479,positive
3480,positive
3481,neutral
3482,positive
3483,positive
3484,positive
3485,positive
3486,neutral
3487,negative
3488,positive
3489,positive
3490,neutral
3491,positive
3492,neutral
3493,neutral
3494,neutral
3495,neutral
3496,positive
3497,neutral
3498,negative
3499,neutral
3500,negative
3501,positive
3502,negative
3503,negative
3504,positive
3505,positive
3506,neutral
3507,neutral
3508,positive
3509,neutral
3510,neutral
3511,neutral
3512,neutral
3513,negative
3514,negative
3515,positive
3516,negative
3517,positive
3518,negative
3519,neutral
3520,neutral
3521,neutral
3522,neutral
3523,neutral
3524,neutral
3525,positive
3526,neutral
3527,neutral
3528,neutral
3529,negative
3530,neutral
3531,neutral
3532,negative
3533,negative
3534,positive
3535,negative
3536,positive
3537,positive
3538,positive
3539,neutral
3540,positive
3541,positive
3542,neutral
3543,positive
3544,negative
3545,neutral
3546,positive
3547,neutral
3548,positive
3549,positive
3550,neutral
3551,neutral
3552,neutral
3553,negative
3554,neutral
3555,neutral
3556,positive
3557,positive
3558,positive
3559,neutral
3560,positive
3561,positive
3562,positive
3563,positive
3564,neutral
3565,positive
3566,positive
3567,neutral
3568,neutral
3569,positive
3570,neutral
3571,neutral
3572,positive
3573,positive
3574,neutral
3575,positive
3576,neutral
3577,positive
3578,neutral
3579,neutral
3580,neutral
3581,neutral
3582,positive
3583,positive
3584,negative
3585,positive
3586,neutral
3587,negative
3588,neutral
3589,positive
3590,positive
3591,negative
3592,positive
3593,neutral
3594,negative
3595,neutral
3596,neutral
3597,positive
3598,positive
3599,neutral
3600,negative
3601,positive
3602,neutral
3603,neutral
3604,neutral
3605,positive
3606,neutral
3607,positive
3608,neutral
3609,positive
3610,positive
3611,positive
3612,neutral
3613,positive
3614,negative
3615,neutral
3616,neutral
3617,positive
3618,positive
3619,neutral
3620,neutral
3621,negative
3622,neutral
3623,positive
3624,neutral
3625,positive
3626,neutral
3627,neutral
3628,positive
3629,neutral
3630,neutral
3631,neutral
3632,negative
3633,neutral
3634,neutral
3635,neutral
3636,neutral
3637,neutral
3638,neutral
3639,positive
3640,neutral
3641,positive
3642,positive
3643,negative
3644,positive
3645,neutral
3646,positive
3647,neutral
3648,neutral
3649,neutral
3650,neutral
3651,positive
3652,neutral
3653,positive
3654,neutral
3655,neutral
3656,neutral
3657,positive
3658,neutral
3659,neutral
3660,neutral
3661,neutral
3662,positive
3663,positive
3664,neutral
3665,neutral
3666,positive
3667,negative
3668,neutral
3669,positive
3670,positive
3671,positive
3672,positive
3673,neutral
3674,neutral
3675,positive
3676,positive
3677,neutral
3678,neutral
3679,neutral
3680,negative
3681,neutral
3682,positive
3683,negative
3684,positive
3685,neutral
3686,neutral
3687,neutral
3688,positive
3689,negative
3690,positive
3691,negative
3692,negative
3693,neutral
3694,positive
3695,neutral
3696,positive
3697,neutral
3698,positive
3699,positive
3700,negative
3701,positive
3702,positive
3703,positive
3704,neutral
3705,positive
3706,neutral
3707,negative
3708,neutral
3709,negative
3710,positive
3711,positive
3712,positive
3713,neutral
3714,positive
3715,neutral
3716,positive
3717,neutral
3718,neutral
3719,neutral
3720,neutral
3721,positive
3722,positive
3723,neutral
3724,neutral
3725,neutral
3726,neutral
3727,neutral
3728,positive
3729,negative
3730,neutral
3731,negative
3732,neutral
3733,positive
3734,neutral
3735,neutral
3736,positive
3737,negative
3738,neutral
3739,neutral
3740,positive
3741,neutral
3742,positive
3743,positive
3744,negative
3745,neutral
3746,negative
3747,positive
3748,neutral
3749,positive
3750,positive
3751,neutral
3752,positive
3753,neutral
3754,negative
3755,neutral
3756,negative
3757,neutral
3758,neutral
3759,neutral
3760,negative
3761,positive
3762,neutral
3763,neutral
3764,neutral
3765,neutral
3766,neutral
3767,neutral
3768,neutral
3769,neutral
3770,neutral
3771,positive
3772,neutral
3773,negative
3774,negative
3775,positive
3776,positive
3777,positive
3778,positive
3779,negative
3780,positive
3781,positive
3782,neutral
3783,positive
3784,positive
3785,negative
3786,positive
3787,neutral
3788,neutral
3789,positive
3790,neutral
3791,neutral
3792,negative
3793,neutral
3794,neutral
3795,neutral
3796,neutral
3797,positive
3798,positive
3799,neutral
3800,negative
3801,neutral
3802,positive
3803,positive
3804,neutral
3805,positive
3806,positive
3807,neutral
3808,negative
3809,negative
3810,neutral
3811,positive
3812,positive
3813,positive
3814,neutral
3815,negative
3816,neutral
3817,negative
3818,positive
3819,neutral
3820,positive
3821,neutral
3822,neutral
3823,neutral
3824,negative
3825,negative
3826,positive
3827,positive
3828,positive
3829,positive
3830,positive
3831,positive
3832,positive
3833,positive
3834,neutral
3835,neutral
3836,neutral
3837,neutral
3838,positive
3839,positive
3840,neutral
3841,positive
3842,negative
3843,neutral
3844,neutral
3845,neutral
3846,positive
3847,neutral
3848,positive
3849,negative
3850,positive
3851,neutral
3852,negative
3853,neutral
3854,neutral
3855,positive
3856,neutral
3857,neutral
3858,positive
3859,neutral
3860,positive
3861,negative
3862,neutral
3863,neutral
3864,positive
3865,positive
3866,neutral
3867,positive
3868,negative
3869,negative
3870,positive
3871,neutral
3872,neutral
3873,neutral
3874,positive
3875,negative
3876,neutral
3877,negative
3878,positive
3879,neutral
3880,neutral
3881,neutral
3882,positive
3883,neutral
3884,neutral
3885,neutral
3886,positive
3887,positive
3888,negative
3889,negative
3890,positive
3891,neutral
3892,neutral
3893,neutral
3894,positive
3895,neutral
3896,neutral
3897,negative
3898,neutral
3899,positive
3900,neutral
3901,positive
3902,negative
3903,neutral
3904,neutral
3905,neutral
3906,positive
3907,neutral
3908,negative
3909,neutral
3910,neutral
3911,neutral
3912,negative
3913,neutral
3914,neutral
3915,neutral
3916,neutral
3917,neutral
3918,neutral
3919,positive
3920,positive
3921,neutral
3922,positive
3923,neutral
3924,neutral
3925,neutral
3926,negative
3927,negative
3928,positive
3929,neutral
3930,neutral
3931,positive
3932,positive
3933,neutral
3934,neutral
3935,positive
3936,positive
3937,neutral
3938,neutral
3939,neutral
3940,negative
3941,neutral
3942,positive
3943,neutral
3944,neutral
3945,positive
3946,negative
3947,positive
3948,positive
3949,positive
3950,positive
3951,neutral
3952,negative
3953,positive
3954,negative
3955,positive
3956,neutral
3957,neutral
3958,neutral
3959,positive
3960,positive
3961,positive
3962,negative
3963,negative
3964,neutral
3965,positive
3966,positive
3967,neutral
3968,positive
3969,neutral
3970,neutral
3971,positive
3972,positive
3973,neutral
3974,negative
3975,neutral
3976,neutral
3977,neutral
3978,neutral
3979,neutral
3980,neutral
3981,negative
3982,negative
3983,positive
3984,neutral
3985,negative
3986,neutral
3987,neutral
3988,positive
3989,positive
3990,neutral
3991,neutral
3992,neutral
3993,positive
3994,positive
3995,neutral
3996,neutral
3997,neutral
3998,positive
3999,positive
4000,positive
4001,negative
4002,neutral
4003,neutral
4004,positive
4005,neutral
4006,neutral
4007,neutral
4008,positive
4009,neutral
4010,negative
4011,negative
4012,negative
4013,neutral
4014,positive
4015,positive
4016,neutral
4017,positive
4018,neutral
4019,neutral
4020,positive
4021,positive
4022,negative
4023,neutral
4024,neutral
4025,neutral
4026,neutral
4027,neutral
4028,positive
4029,negative
4030,positive
4031,neutral
4032,neutral
4033,neutral
4034,positive
4035,negative
4036,neutral
4037,positive
4038,neutral
4039,positive
4040,positive
4041,positive
4042,positive
4043,neutral
4044,neutral
4045,positive
4046,neutral
4047,neutral
4048,neutral
4049,neutral
4050,positive
4051,neutral
4052,neutral
4053,positive
4054,positive
4055,neutral
4056,neutral
4057,neutral
4058,positive
4059,negative
4060,positive
4061,neutral
4062,neutral
4063,neutral
4064,negative
4065,negative
4066,negative
4067,neutral
4068,neutral
4069,neutral
4070,positive
4071,positive
4072,neutral
4073,negative
4074,neutral
4075,neutral
4076,positive
4077,positive
4078,positive
4079,positive
4080,neutral
4081,neutral
4082,neutral
4083,negative
4084,neutral
4085,positive
4086,neutral
4087,negative
4088,negative
4089,neutral
4090,negative
4091,negative
4092,positive
4093,neutral
4094,neutral
4095,positive
4096,neutral
4097,neutral
4098,neutral
4099,neutral
4100,positive
4101,positive
4102,negative
4103,positive
4104,negative
4105,neutral
4106,neutral
4107,neutral
4108,neutral
4109,neutral
4110,positive
4111,negative
4112,neutral
4113,positive
4114,positive
4115,neutral
4116,neutral
4117,neutral
4118,neutral
4119,positive
4120,neutral
4121,neutral
4122,negative
4123,negative
4124,positive
4125,negative
4126,neutral
4127,neutral
4128,negative
4129,positive
4130,neutral
4131,neutral
4132,positive
4133,neutral
4134,positive
4135,neutral
4136,neutral
4137,neutral
4138,neutral
4139,positive
4140,neutral
4141,neutral
4142,neutral
4143,neutral
4144,neutral
4145,neutral
4146,neutral
4147,negative
4148,positive
4149,positive
4150,positive
4151,neutral
4152,negative
4153,positive
4154,neutral
4155,negative
4156,neutral
4157,positive
4158,neutral
4159,negative
4160,positive
4161,positive
4162,positive
4163,positive
4164,positive
4165,neutral
4166,neutral
4167,neutral
4168,positive
4169,neutral
4170,neutral
4171,neutral
4172,positive
4173,neutral
4174,neutral
4175,positive
4176,positive
4177,positive
4178,positive
4179,neutral
4180,neutral
4181,positive
4182,positive
4183,positive
4184,negative
4185,neutral
4186,neutral
4187,neutral
4188,neutral
4189,positive
4190,negative
4191,neutral
4192,neutral
4193,positive
4194,neutral
4195,neutral
4196,positive
4197,neutral
4198,neutral
4199,positive
4200,neutral
4201,positive
4202,positive
4203,positive
4204,positive
4205,positive
4206,neutral
4207,positive
4208,neutral
4209,neutral
4210,positive
4211,positive
4212,neutral
4213,positive
4214,neutral
4215,positive
4216,positive
4217,neutral
4218,positive
4219,neutral
4220,neutral
4221,neutral
4222,negative
4223,neutral
4224,negative
4225,positive
4226,neutral
4227,positive
4228,negative
4229,negative
4230,neutral
4231,positive
4232,positive
4233,negative
4234,positive
4235,positive
4236,positive
4237,neutral
4238,neutral
4239,neutral
4240,neutral
4241,negative
4242,positive
4243,neutral
4244,neutral
4245,neutral
4246,positive
4247,neutral
4248,neutral
4249,neutral
4250,neutral
4251,positive
4252,neutral
4253,neutral
4254,neutral
4255,neutral
4256,positive
4257,neutral
4258,positive
4259,positive
4260,neutral
4261,neutral
4262,neutral
4263,positive
4264,neutral
4265,neutral
4266,negative
4267,negative
4268,positive
4269,negative
4270,neutral
4271,positive
4272,positive
4273,neutral
4274,neutral
4275,neutral
4276,positive
4277,neutral
4278,positive
4279,neutral
4280,positive
4281,neutral
4282,neutral
4283,neutral
4284,positive
4285,positive
4286,neutral
4287,neutral
4288,neutral
4289,positive
4290,negative
4291,negative
4292,neutral
4293,neutral
4294,positive
4295,neutral
4296,positive
4297,negative
4298,negative
4299,neutral
4300,positive
4301,neutral
4302,neutral
4303,neutral
4304,positive
4305,positive
4306,positive
4307,negative
4308,neutral
4309,positive
4310,neutral
4311,neutral
4312,positive
4313,neutral
4314,neutral
4315,positive
4316,neutral
4317,neutral
4318,neutral
4319,neutral
4320,neutral
4321,neutral
4322,negative
4323,neutral
4324,negative
4325,negative
4326,neutral
4327,positive
4328,negative
4329,positive
4330,neutral
4331,neutral
4332,positive
4333,negative
4334,positive
4335,neutral
4336,negative
4337,positive
4338,positive
4339,neutral
4340,neutral
4341,positive
4342,neutral
4343,neutral
4344,neutral
4345,neutral
4346,positive
4347,positive
4348,positive
4349,neutral
4350,neutral
4351,neutral
4352,negative
4353,positive
4354,positive
4355,neutral
4356,positive
4357,neutral
4358,neutral
4359,neutral
4360,negative
4361,neutral
4362,negative
4363,neutral
4364,positive
4365,neutral
4366,negative
4367,positive
4368,neutral
4369,positive
4370,neutral
4371,positive
4372,neutral
4373,positive
4374,neutral
4375,neutral
4376,neutral
4377,neutral
4378,neutral
4379,positive
4380,neutral
4381,neutral
4382,neutral
4383,neutral
4384,neutral
4385,neutral
4386,neutral
4387,positive
4388,neutral
4389,neutral
4390,neutral
4391,positive
4392,positive
4393,neutral
4394,positive
4395,positive
4396,positive
4397,neutral
4398,neutral
4399,neutral
4400,positive
4401,neutral
4402,neutral
4403,neutral
4404,neutral
4405,positive
4406,neutral
4407,negative
4408,positive
4409,neutral
4410,neutral
4411,negative
4412,neutral
4413,negative
4414,negative
4415,neutral
4416,neutral
4417,positive
4418,neutral
4419,neutral
4420,neutral
4421,neutral
4422,neutral
4423,neutral
4424,neutral
4425,neutral
4426,neutral
4427,positive
4428,neutral
4429,neutral
4430,neutral
4431,neutral
4432,negative
4433,neutral
4434,neutral
4435,neutral
4436,positive
4437,neutral
4438,neutral
4439,negative
4440,neutral
4441,neutral
4442,negative
4443,positive
4444,neutral
4445,positive
4446,neutral
4447,positive
4448,negative
4449,positive
4450,negative
4451,positive
4452,positive
4453,negative
4454,positive
4455,neutral
4456,positive
4457,neutral
